ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Number,Street,City,County,State,Zipcode,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Astronomical_Twilight
A-763145,2,11/11/2018 2:22,11/11/2018 2:51,39.786831,-75.048698,0,Right & center lane closed due to accident on NJ-42 Southbound before Exit 7B Zimmerman Rd.,,N South Fwy N,Blackwood,Camden,NJ,8012,11/11/2018 1:54,32,24.2,64,30.35,10,WSW,9.2,,Night
A-763148,2,11/11/2018 5:08,11/11/2018 5:36,40.793678,-74.143227,0.170000002,Entry ramp to NJ-21 Southbound from Terry St both ways closed due to accident investigation work. Detour in operation.,,NJ-21 S,Belleville,Essex,NJ,7109,11/11/2018 4:51,30.9,26.2,76,30.32,10,WNW,4.6,,Day
A-763149,2,11/11/2018 5:08,11/11/2018 5:36,40.79557,-74.14241,1.99000001,Entry ramp to NJ-21 Northbound from Little St both ways closed due to accident investigation work. Detour in operation.,475,Main St,Belleville,Essex,NJ,07109-3364,11/11/2018 4:51,30.9,26.2,76,30.32,10,WNW,4.6,,Day
A-763151,2,11/11/2018 5:51,11/11/2018 6:21,40.643028,-74.288574,0,Left lane blocked due to accident on Garden State Pkwy Southbound before Exit 136 County Hwy-615 Centennial Ave.,,Garden State Pkwy S,Cranford,Union,NJ,7016,11/11/2018 5:55,32,,69,30.36,10,Calm,,,Day
A-763159,3,11/11/2018 12:45,11/11/2018 13:30,40.704868,-74.152847,0,Right lane blocked due to accident on I-95 Southbound at I-78.,,New Jersey Tpke S,Newark,Essex,NJ,7114,11/11/2018 12:51,46,41.9,39,30.34,10,NW,8.1,,Day
A-763162,3,11/11/2018 13:07,11/11/2018 13:36,40.036503,-74.83918,0,Right lane blocked due to accident on I-295 Southbound at Exit 47 / County Hwy-541 Mount Holly Rd.,,I-295 S,Burlington,Burlington,NJ,8016,11/11/2018 12:54,46.9,,46,30.38,10,WNW,9.2,,Day
A-763163,3,11/11/2018 13:16,11/11/2018 13:45,39.855247,-75.164886,0,Left lane blocked due to accident on I-295 Northbound at Exit 22 Crown Point Rd.,,I-295 N,Westville,Gloucester,NJ,8093,11/11/2018 12:54,45,39.3,44,30.38,10,WSW,11.5,,Day
A-763172,3,11/11/2018 15:59,11/11/2018 16:28,40.853786,-73.963249,0,One lane blocked due to accident on I-95 Southbound at George Washington Bridge.,,US-1 S,Fort Lee,Bergen,NJ,7024,11/11/2018 15:51,46,41,37,30.31,10,WNW,10.4,,Day
A-763175,3,11/11/2018 17:49,11/11/2018 18:19,40.712395,-74.199722,0,Left lane blocked due to accident on I-78 Eastbound at Exit 56 Runyon St.,,I-78 E,Newark,Essex,NJ,7112,11/11/2018 17:51,44.1,41.5,42,30.34,10,West,4.6,,Day
A-763182,2,11/11/2018 21:34,11/11/2018 22:03,39.693523,-75.40728,0,Left lane blocked due to accident on New Jersey Tpke Southbound in Danceys Corner.,,New Jersey Tpke S,Penns Grove,Salem,NJ,8069,11/11/2018 21:51,36,33.3,64,30.41,10,WSW,3.5,,Night
A-763184,2,11/11/2018 22:37,11/11/2018 23:06,40.767174,-74.019943,0,Left lane blocked due to accident on NJ-495 Lincoln Tunl Westbound at NY-495 Lincoln Tunl.,41,Kingswood Rd,Weehawken,Hudson,NJ,07086-6908,11/11/2018 22:51,39.9,,53,30.38,10,North,,,Night
A-763988,2,11/12/2018 5:28,11/12/2018 6:23,40.797672,-75.081551,0,Accident on Foul Rift Rd at County Hwy-519 Phillipsburg-Belvidere Rd.,142,Phillipsburg-Belvidere Rd,Belvidere,Warren,NJ,07823-2838,11/12/2018 5:54,25,,92,30.43,,Calm,,,Day
A-763989,3,11/12/2018 5:31,11/12/2018 6:26,39.942715,-75.113579,0,Left lane closed due to accident pedestrian involved and accident investigation work on I-676 Southbound before Exit 5A Martin Luther King Blvd.,,Martin Luther King Blvd,Camden,Camden,NJ,8103,11/12/2018 5:54,33.1,,78,30.43,10,Calm,,,Day
A-763990,3,11/12/2018 5:31,11/12/2018 6:26,39.942715,-75.113579,0,Left and center lane closed due to accident pedestrian involved and accident investigation work on I-676 Northbound before Exit 5A Martin Luther King Blvd.,,Martin Luther King Blvd,Camden,Camden,NJ,8103,11/12/2018 5:54,33.1,,78,30.43,10,Calm,,,Day
A-763991,2,11/12/2018 5:53,11/12/2018 6:23,40.779785,-75.100571,0,Accident on Grist Mill Rd at County Hwy-519 Belvidere Rd.,3223,Belvidere Rd,Phillipsburg,Warren,NJ,08865-9585,11/12/2018 5:51,27,,85,30.41,9,Calm,,,Day
A-763997,2,11/12/2018 6:29,11/12/2018 6:53,40.496307,-74.298332,0,Right lane closed due to accident on NJ-35 at US-9.,,State Route 35,South Amboy,Middlesex,NJ,8879,11/12/2018 6:35,30.6,,86,30.43,10,Calm,,,Day
A-764016,3,11/12/2018 7:53,11/12/2018 8:23,39.874603,-75.044884,0,Left lane closed due to accident on I-295 Northbound before Exit 29.,,I-295 N,Barrington,Camden,NJ,8007,11/12/2018 7:54,37.9,,76,30.44,10,Calm,,,Day
A-764017,3,11/12/2018 7:55,11/12/2018 8:26,40.669788,-75.134514,0,Accident on I-78 Eastbound at Exit 3 NJ-173.,,NJ-173,Phillipsburg,Warren,NJ,8865,11/12/2018 7:51,28.9,,89,30.44,8,Calm,,,Day
A-764021,2,11/12/2018 8:10,11/12/2018 8:56,40.928539,-75.090622,0.589999974,Entry ramp to I-80 Westbound from US Highway 46 Westbound restrictions on entry ramp due to accident.,,NJ-94,Columbia,Warren,NJ,7832,11/12/2018 7:54,28,,88,30.45,,Calm,,,Day
A-764024,2,11/12/2018 8:24,11/12/2018 9:20,40.832729,-74.834641,0,Accident on Mansfield Vlg at Nikitin Way.,252,Mansfield Vlg,Hackettstown,Warren,NJ,07840-3619,11/12/2018 8:54,33.1,,85,30.46,,Calm,,,Day
A-764025,2,11/12/2018 8:29,11/12/2018 9:26,39.474529,-74.528404,0,Left hand shoulder blocked due to accident on Garden State Pkwy Southbound before Exit 41 County Hwy-561 Jimmie Leeds Rd.,,Garden State Pkwy S,Absecon,Atlantic,NJ,8205,11/12/2018 8:54,42.1,,76,30.43,10,Calm,,,Day
A-764026,2,11/12/2018 8:29,11/12/2018 9:23,40.251133,-74.696831,0,Left hand shoulder closed due to accident on I-295 Northbound at Exit 65.,,Sloan Ave,Trenton,Mercer,NJ,8619,11/12/2018 8:53,37.9,,83,30.42,7,Calm,,,Day
A-764032,3,11/12/2018 8:49,11/12/2018 9:29,40.705383,-74.245613,0,Local left lane blocked due to accident on I-78 Westbound after Exit 52 Garden State Pkwy.,,I-78 W,Hillside,Union,NJ,7205,11/12/2018 8:51,39.9,37.8,68,30.45,10,SW,3.5,,Day
A-764036,2,11/12/2018 9:34,11/12/2018 10:04,40.919849,-74.147263,0,Accident on 12th Ave at 27th St.,392,12th Ave,Paterson,Passaic,NJ,07514-1931,11/12/2018 9:51,41,,65,30.43,10,Calm,,,Day
A-764042,2,11/12/2018 9:59,11/12/2018 10:29,40.905846,-74.033241,0,Accident on NJ-4 Eastbound near County Hwy-503 Hackensack Ave.,,State Route 4,Hackensack,Bergen,NJ,7601,11/12/2018 9:51,41,,65,30.43,10,Calm,,,Day
A-764044,2,11/12/2018 10:13,11/12/2018 10:42,40.913677,-74.080132,0,Accident on County Hwy-62 Passaic St at Roosevelt Ave.,1,Roosevelt Ave,Rochelle Park,Bergen,NJ,07662-3103,11/12/2018 9:51,41,,65,30.43,10,Calm,,,Day
A-764069,2,11/12/2018 12:18,11/12/2018 12:48,39.919369,-75.034248,0,Right lane closed due to accident on NJ-70 Marlton Pike Eastbound at County Hwy-644 Haddonfield Rd.,,Grove St,Cherry Hill,Camden,NJ,8002,11/12/2018 11:54,46,,56,30.42,10,Calm,,,Day
A-764070,2,11/12/2018 12:56,11/12/2018 13:26,40.419788,-74.209717,0,Right hand shoulder blocked due to accident on Garden State Pkwy Northbound at Exits 117 117A County Hwy-3 Lloyd Rd.,,Garden State Pkwy N,Hazlet,Monmouth,NJ,7730,11/12/2018 12:55,46.8,,40,30.39,10,Calm,,,Day
A-764071,2,11/12/2018 13:22,11/12/2018 13:52,40.483086,-74.296715,0,Right lane closed due to accident on US-9 State Route 35 Southbound at Raritan St.,,Raritan St,Sayreville,Middlesex,NJ,8872,11/12/2018 13:15,47.3,,41,30.39,10,Calm,,,Day
A-764072,2,11/12/2018 13:42,11/12/2018 14:12,40.363815,-74.305092,0,Right lane closed due to accident on US-9 Southbound at County Hwy-690 Texas Rd.,4002,US Highway 9,Old Bridge,Middlesex,NJ,8857,11/12/2018 13:35,48,,41,30.38,10,Calm,,,Day
A-764076,2,11/12/2018 14:28,11/12/2018 14:58,39.931427,-74.95285,0,Accident on New Jersey Tpke Northbound at Exit 4 NJ-73.,,New Jersey Tpke S,Mount Laurel,Burlington,NJ,8054,11/12/2018 14:54,48,,54,30.35,10,SSE,4.6,,Day
A-764082,2,11/12/2018 16:58,11/12/2018 17:28,39.909233,-74.940186,0,Left hand shoulder closed due to accident on NJ-73 Southbound at County Hwy-674 Greentree Rd.,,Route 73 N,Marlton,Burlington,NJ,8053,11/12/2018 16:54,45,,65,30.37,10,Calm,,,Day
A-764099,3,11/12/2018 18:52,11/12/2018 19:22,40.850384,-74.425682,0,Left lane closed due to accident on I-287 Northbound at Exits 40 40A 40B County Hwy-511 Parsippany Rd.,,Parsippany Rd,Parsippany,Morris,NJ,7054,11/12/2018 18:50,39.2,,81,30.36,10,Calm,,,Night
A-764102,2,11/12/2018 19:20,11/12/2018 19:49,40.828674,-74.176414,0,Left hand shoulder blocked due to accident on Garden State Pkwy Northbound at Exit 151 County Hwy-655 Watchung Ave.,,Garden State Pkwy N,Bloomfield,Essex,NJ,7003,11/12/2018 18:51,46.9,,59,30.35,10,Calm,,,Night
A-764104,3,11/12/2018 20:04,11/12/2018 21:03,40.825375,-74.321487,3.680000067,Accident on I-280 Eastbound between Exit 1 County Hwy-632 New Rd and Exits 4A 4B County Hwy-609 Eisenhower Pkwy.,,I-280 E,Roseland,Essex,NJ,7068,11/12/2018 19:53,42.1,,67,30.38,10,Calm,,,Night
A-764106,2,11/12/2018 20:48,11/12/2018 21:46,39.934196,-74.072762,0,Accident and fallen power cables on Ocean Ave at Lafayette Ave.,1600,N Ocean Ave,Seaside Park,Ocean,NJ,8752,11/12/2018 20:56,43,,86,30.35,10,Calm,,,Night
A-764107,2,11/12/2018 21:27,11/12/2018 21:56,40.3368,-74.09993,6.099999905,Left hand shoulder blocked due to accident on Garden State Pkwy Northbound between Exit 105 NJ-18 and Exit 109 County Hwy-520 Newman Springs Rd.,,Newman Springs Rd,Red Bank,Monmouth,NJ,7701,11/12/2018 21:56,45,43.5,82,30.34,10,NW,3.5,0,Night
A-764108,3,11/12/2018 21:26,11/12/2018 22:25,40.864979,-73.97496,0,Left lane blocked due to accident on I-95 Northbound at Exits 72 72A 72B 73 73-74 US-1.,,I-95 N,Fort Lee,Bergen,NJ,7024,11/12/2018 21:51,46.9,,66,30.32,10,NE,3.5,,Night
A-764111,2,11/12/2018 22:24,11/12/2018 23:23,40.390392,-74.307907,0,Right & center lane blocked due to accident on US-9 Northbound at Cindy St.,,US Highway 9,Old Bridge,Middlesex,NJ,8857,11/12/2018 22:15,46.6,,73,30.31,10,Calm,,,Night
A-764113,2,11/12/2018 23:06,11/13/2018 0:04,40.028999,-74.818947,15.85999966,Left lane blocked due to accident on New Jersey Tpke Northbound between Exit 4 NJ-73 and Exit 5 Hancock Ln.,,Route 541,Mount Holly,Burlington,NJ,8060,11/12/2018 22:54,43,,97,30.26,5,Calm,,0.04,Night
A-766745,2,11/13/2018 4:45,11/13/2018 5:17,39.36364,-74.44471,0,Right lane closed due to accident on Atlantic City-Brigantine Connector Northbound after Exit 1 Missouri Ave.,,Penrose,Atlantic City,Atlantic,NJ,8401,11/13/2018 4:42,57.9,,100,29.94,5,ESE,13.8,0.03,Night
A-766746,3,11/13/2018 4:51,11/13/2018 5:20,40.927914,-75.090874,0,Accident on I-80 Eastbound at Exit 4.,,I-80 W,Columbia,Warren,NJ,7832,11/13/2018 4:54,37.9,33.5,93,30.09,,Variable,5.8,0.11,Night
A-766749,3,11/13/2018 5:03,11/13/2018 5:26,39.761627,-75.360825,0,Left lane closed due to jackknifed trailer on I-295 both ways at Exit 10 County Hwy-620 Center Square Rd.,,I-295 N,Swedesboro,Gloucester,NJ,8085,11/13/2018 4:54,45,39.7,97,30,3,North,10.4,0.25,Night
A-766756,2,11/13/2018 5:27,11/13/2018 5:56,40.283649,-74.696129,0,Right hand shoulder closed due to accident on US-1 Southbound after I-295.,,I-295 N,Lawrence Township,Mercer,NJ,8648,11/13/2018 5:53,45,41.2,97,29.95,3,NNE,6.9,0.13,Day
A-766757,2,11/13/2018 5:35,11/13/2018 6:20,39.778137,-75.339462,0,Right hand shoulder closed due to accident on I-295 Southbound before Exit 11.,,Swedesboro Bridgeport Rd,Swedesboro,Gloucester,NJ,8085,11/13/2018 5:30,46,40.6,96,29.96,2,NNE,11.5,0.13,Day
A-766759,3,11/13/2018 5:34,11/13/2018 6:17,40.779881,-74.242432,0,Left lane closed due to accident on I-280 Eastbound before Exit 9 Brennan Dr.,,Mount Pleasant Ave,West Orange,Essex,NJ,7052,11/13/2018 5:18,43,41.3,100,30.06,3,NE,3.5,0.08,Day
A-766764,2,11/13/2018 5:51,11/13/2018 6:29,39.759377,-74.251152,0,Right hand shoulder blocked due to accident on Garden State Pkwy Southbound before Exits 67 67A 67B Lighthouse Dr.,,Garden State Pkwy S,Barnegat,Ocean,NJ,8005,11/13/2018 5:56,53.1,,100,29.96,4,NE,8.1,0.34,Day
A-766770,3,11/13/2018 5:57,11/13/2018 6:32,40.901024,-74.126854,0,Left lane closed due to accident on I-80 Eastbound after Exit 61 County Hwy-12 Market St.,,Bergen Passaic Expy E,Elmwood Park,Bergen,NJ,7407,11/13/2018 5:51,45,41.2,97,30.01,4,North,6.9,0.12,Day
A-766774,3,11/13/2018 6:21,11/13/2018 6:51,40.763378,-74.072968,0,Left lane blocked due to accident on I-95 NJ Tpke (Eastern Spur) Northbound before Exit 15X Seaview Dr.,,Seaview Dr,Secaucus,Hudson,NJ,7094,11/13/2018 5:51,45,41.2,97,30.01,4,North,6.9,0.12,Day
A-766794,2,11/13/2018 7:03,11/13/2018 7:26,39.956558,-74.206238,0,Left hand shoulder blocked due to accident on Garden State Pkwy Southbound before Exit 81.,,W Water St,Toms River,Ocean,NJ,8753,11/13/2018 6:56,55.9,,100,29.91,7,ENE,4.6,0.22,Day
A-766796,2,11/13/2018 7:03,11/13/2018 7:29,40.552364,-74.317749,0,Right hand shoulder blocked due to accident on Garden State Pkwy Southbound after Exit 130 US-1.,,US Highway 1,Fords,Middlesex,NJ,8863,11/13/2018 6:55,45.9,41.2,94,29.95,4,NE,9.2,0.14,Day
A-766797,2,11/13/2018 7:04,11/13/2018 7:32,39.451717,-74.536545,0,Right and center lane blocked due to accident on Garden State Pkwy Southbound after Exit 40 US-30 White Horse Pike.,,Garden State Pkwy S,Absecon,Atlantic,NJ,8205,11/13/2018 7:02,60.1,,96,29.86,1.2,WSW,4.6,0.08,Day
A-766798,2,11/13/2018 7:08,11/13/2018 7:35,39.653149,-74.343979,0,Right hand shoulder blocked due to accident on Garden State Pkwy Northbound after Exit 58 County Hwy-539.,,Route 539,Tuckerton,Ocean,NJ,8087,11/13/2018 7:02,60.1,,96,29.86,1.2,WSW,4.6,0.08,Day
A-766804,3,11/13/2018 7:16,11/13/2018 7:53,40.647617,-74.522217,0,Left lane closed due to accident on I-78 Westbound at Exit 36 County Hwy-651 King George Rd.,,I-78 E,Warren,Somerset,NJ,7059,11/13/2018 7:15,46,44.8,96,29.9,2.5,North,3.5,0.03,Day
A-766809,2,11/13/2018 7:21,11/13/2018 7:50,39.711151,-74.279236,0,Right hand shoulder blocked due to accident on Garden State Pkwy Northbound before Exit 63A.,,Garden State Pkwy N,Manahawkin,Ocean,NJ,8050,11/13/2018 7:28,55.4,,100,29.88,6,ENE,3.5,0.07,Day
A-766817,2,11/13/2018 7:31,11/13/2018 8:05,39.79578,-74.236572,0,Left lane blocked due to accident on Garden State Pkwy Southbound after Exit 69 County Hwy-532 Wells Mill Rd.,,Wells Mill Rd,Waretown,Ocean,NJ,8758,11/13/2018 7:28,55.4,,100,29.88,6,ENE,3.5,0.07,Day
A-766823,2,11/13/2018 7:39,11/13/2018 8:08,40.019844,-74.184959,0,Left hand shoulder blocked due to accident on Garden State Pkwy Southbound in Toms River.,,Garden State Pkwy S,Toms River,Ocean,NJ,8755,11/13/2018 7:40,55.4,,100,29.86,5,NE,4.6,0.1,Day
A-766825,2,11/13/2018 7:41,11/13/2018 8:11,40.799252,-74.189034,0,Right hand shoulder blocked due to accident on Garden State Pkwy Northbound after Exit 149 County Hwy-506 Belleville Ave.,,Garden State Pkwy N,Bloomfield,Essex,NJ,7003,11/13/2018 7:51,46,42.5,96,29.89,2,NNE,6.9,0.16,Day
A-766826,3,11/13/2018 7:42,11/13/2018 8:14,40.233707,-74.7005,0,Accident on I-295 Northbound at Exits 63 63A-B County Hwy-606 Hamilton Ave.,,I-295 N,Trenton,Mercer,NJ,8619,11/13/2018 7:33,46,41.9,96,29.89,1.5,NNW,8.1,0.06,Day
A-766828,2,11/13/2018 7:48,11/13/2018 9:26,39.759377,-74.251152,0,Left hand shoulder blocked due to accident and fallen power cables on Garden State Pkwy Southbound after Exit 67.,,Garden State Pkwy S,Barnegat,Ocean,NJ,8005,11/13/2018 7:53,57.2,,100,29.85,5,Calm,,0.11,Day
A-766836,2,11/13/2018 8:10,11/13/2018 9:53,40.561977,-74.322556,0,Center lane blocked due to accident on Garden State Pkwy Northbound before Exit 131 County Hwy-649 Wood Ave.,,Garden State Pkwy S,Iselin,Middlesex,NJ,8830,11/13/2018 8:15,46.4,42.4,94,29.88,2,NE,8.1,0.03,Day
A-766847,3,11/13/2018 8:25,11/13/2018 9:17,39.858826,-75.12516,0,Left lane closed due to accident on I-295 Northbound after Exit 25.,,Delsea Dr,Westville,Gloucester,NJ,8093,11/13/2018 8:23,46,41.9,96,29.88,4,North,8.1,0,Day
A-766851,2,11/13/2018 8:26,11/13/2018 9:56,40.161873,-74.101967,0,Right hand shoulder blocked due to accident on Garden State Pkwy Southbound before Exit 98 NJ-34.,1922,State Route 34,Wall Township,Monmouth,NJ,07719-9106,11/13/2018 8:32,55.4,,100,29.84,2,NNE,3.5,0.03,Day
A-766852,2,11/13/2018 8:29,11/13/2018 10:17,40.775913,-74.20237,0,Right hand shoulder blocked due to accident on Garden State Pkwy Northbound at Exit 147 Parkway Dr.,,Garden State Pkwy N,East Orange,Essex,NJ,7017,11/13/2018 8:51,48,,96,29.86,2,North,10.4,0.1,Day
A-766857,2,11/13/2018 8:38,11/13/2018 9:29,40.685329,-75.189964,0,Accident bus and car involved on Main St near Stockton St.,461,S Main St,Phillipsburg,Warren,NJ,08865-3030,11/13/2018 8:41,43,38.8,89,29.94,1,NW,6.9,0.04,Day
A-766859,2,11/13/2018 8:43,11/13/2018 9:17,40.028999,-74.818947,0,Right lane blocked due to accident on New Jersey Tpke Southbound after Exit 5 Hancock Ln.,,Route 541,Mount Holly,Burlington,NJ,8060,11/13/2018 8:40,48,,100,29.86,3,NW,5.8,0.01,Day
A-766864,2,11/13/2018 8:46,11/13/2018 9:20,40.183823,-74.722023,0,Right lane closed due to accident on NJ-29 Southbound at Exit 60A-B I-295.,,I-295 N,Trenton,Mercer,NJ,8610,11/13/2018 8:53,46.9,,93,29.84,4,NNW,9.2,0.01,Day
A-766872,2,11/13/2018 9:19,11/13/2018 9:49,40.759106,-74.20826,0,Right hand shoulder blocked due to accident on Garden State Pkwy Northbound at Exit 145 I-280.,,I-280 E,East Orange,Essex,NJ,7018,11/13/2018 9:06,48,,96,29.85,2,North,12.7,0.01,Day
A-766883,2,11/13/2018 9:45,11/13/2018 10:15,40.767563,-74.021515,0,Right lane blocked due to accident on NJ-495 Lincoln Tunl Eastbound at Pleasant Avenue.,,Lincoln Tunl W,Weehawken,Hudson,NJ,7086,11/13/2018 9:51,46.9,,97,29.83,4,North,,0.01,Day
A-766894,2,11/13/2018 10:26,11/13/2018 10:56,41.050896,-74.118347,0,Two lanes blocked due to accident on NJ-17 at Pleasant Ave.,308,State Highway 17,Saddle River,Bergen,NJ,7458,11/13/2018 10:05,48,,96,29.84,1.2,North,10.4,0.01,Day
A-766898,2,11/13/2018 10:34,11/13/2018 11:03,40.78355,-74.047569,0.25,Righ lane blocked due to accident on NJ-3 Eastbound from Plaza Dr to County Hwy-681 Paterson Plank Rd.,,Paterson Plank Rd,Secaucus,Hudson,NJ,7094,11/13/2018 10:51,45,38.9,97,29.84,1,North,12.7,0.04,Day
A-766904,3,11/13/2018 10:51,11/13/2018 11:21,40.891853,-74.482933,0,Accident on I-80 Westbound at Exit 39 US-46.,,I-80 W,Denville,Morris,NJ,7834,11/13/2018 10:45,44.6,39.2,100,29.88,10,North,10.4,,Day
A-766910,3,11/13/2018 11:12,11/13/2018 11:42,40.643074,-74.652702,0,Left center lane blocked due to accident on I-78 Eastbound at Exit 29 I-287.,,I-78 E,Bedminster,Somerset,NJ,7921,11/13/2018 10:53,46,41.9,86,29.86,10,NNW,8.1,0,Day
A-766915,3,11/13/2018 12:47,11/13/2018 13:31,40.748646,-74.120552,0,Right lane blocked and shoulder blocked due to accident on I-95 Southbound at Exit 15W I-280.,,New Jersey Tpke S,Kearny,Hudson,NJ,7032,11/13/2018 12:51,48.9,,83,29.86,10,NW,9.2,,Day
A-766919,2,11/13/2018 13:17,11/13/2018 13:45,40.469006,-74.292877,0,Left and center lane blocked due to accident on Garden State Pkwy Eastbound in Sayreville.,,Garden State Pkwy S,South Amboy,Middlesex,NJ,8879,11/13/2018 13:15,49.1,,80,29.87,0.5,NW,16.1,,Day
A-766925,2,11/13/2018 14:33,11/13/2018 15:18,40.739086,-74.067734,0,Left lane blocked due to accident on NJ-139 Eastbound at US-1 Trk.,,NJ-139 E,Jersey City,Hudson,NJ,7306,11/13/2018 14:56,50,,71,29.91,10,Variable,4.6,,Day
A-766926,2,11/13/2018 14:49,11/13/2018 15:18,40.558445,-74.319908,0,Right hand shoulder blocked due to accident on Garden State Pkwy Northbound in Woodbridge.,,Garden State Pkwy N,Iselin,Middlesex,NJ,8830,11/13/2018 14:55,47.8,,73,29.91,10,NW,16.1,,Day
A-766928,3,11/13/2018 15:44,11/13/2018 16:28,40.859127,-74.373169,0,Left lane blocked due to fuel spillage on I-80 Westbound at Exits 43 47A I-280.,,I-80 W,Parsippany,Morris,NJ,7054,11/13/2018 15:45,46.4,41.5,71,29.96,15,NNW,10.4,,Day
A-766931,3,11/13/2018 15:54,11/13/2018 16:23,39.873436,-75.060539,0,Left hand shoulder blocked due to accident on I-295 Southbound at Exit 29A US-30 White Horse Pike.,,I-295 S,Barrington,Camden,NJ,8007,11/13/2018 15:54,46.9,,68,30.01,10,WNW,16.1,0,Day
A-766942,2,11/13/2018 18:47,11/13/2018 19:31,40.918758,-74.072655,0,Two lanes blocked due to accident on NJ-17 Southbound at NJ-4.,,State Route 17,Paramus,Bergen,NJ,7652,11/13/2018 18:51,45,38.5,63,30.03,10,NNW,13.8,,Night
A-766949,2,11/13/2018 20:37,11/13/2018 21:36,41.05611,-74.065392,0,Accident on Garden State Pkwy Northbound at Exit 172 County Hwy-2 Grand Ave.,,Garden State Pkwy N,Montvale,Bergen,NJ,7645,11/13/2018 20:51,44.1,38.1,65,30.06,10,WNW,11.5,,Night
A-766951,2,11/13/2018 22:51,11/13/2018 23:50,40.534782,-74.345688,0,Right lane blocked due to accident on US-1 Southbound at County Hwy-501 Amboy Ave.,,US Highway 1,Edison,Middlesex,NJ,8837,11/13/2018 22:55,42.3,36.8,60,30.13,10,WNW,9.2,,Night
A-766952,2,11/13/2018 22:52,11/13/2018 23:51,40.4189,-74.208412,4.099999905,Right & center lane blocked due to accident on Garden State Pkwy Southbound from Exit 120 County Hwy-626 Matawan Rd to Exits 117 117A County Hwy-3 Lloyd Rd.,,Garden State Pkwy S,Hazlet,Monmouth,NJ,7730,11/13/2018 22:55,42.3,36.8,60,30.13,10,WNW,9.2,,Night
A-769624,2,11/14/2018 4:53,11/14/2018 5:20,40.904221,-74.193497,0,Left and center lane closed due to accident on I-80 Westbound after Exit 56.,,I-80 W,Little Falls,Passaic,NJ,7424,11/14/2018 4:53,35.1,29.3,57,30.28,10,NW,6.9,,Night
A-769634,2,11/14/2018 6:19,11/14/2018 7:23,40.641029,-74.205772,0,Right hand shoulder blocked due to accident on I-95 NJ Tpke (Inner Roadway) Southbound before Exit 13 I-278.,,New Jersey Tpke N,Elizabeth,Union,NJ,7202,11/14/2018 6:15,36.1,28.7,54,30.31,10,NW,10.4,,Day
A-769644,2,11/14/2018 7:01,11/14/2018 7:50,40.918125,-74.13134,0,Left lane closed due to accident and fuel spillage on NJ-20 McLean Blvd at NJ-4 Broadway.,,Broadway,Paterson,Passaic,NJ,7514,11/14/2018 6:51,37,28.5,50,30.31,10,WNW,13.8,,Day
A-769645,2,11/14/2018 7:03,11/14/2018 7:56,40.515114,-74.375198,0,Left and center lane closed due to accident on US-1 Northbound at Old Post Rd.,,US Highway 1,Edison,Middlesex,NJ,8817,11/14/2018 6:55,36,27.5,50,30.33,10,NW,12.7,,Day
A-769646,3,11/14/2018 7:02,11/14/2018 7:53,40.847015,-74.017853,0,Left and center lane blocked due to accident on I-95 NJ Tpke Northbound before Exit 68 US-46.,,New Jersey Tpke S,Ridgefield Park,Bergen,NJ,7660,11/14/2018 6:51,37,28.5,50,30.31,10,WNW,13.8,,Day
A-769650,2,11/14/2018 7:13,11/14/2018 7:59,39.889111,-75.104874,0,Left lane closed due to accident on US-130 Crescent Blvd Northbound after I-76.,,N South Fwy N,Gloucester City,Camden,NJ,8030,11/14/2018 6:54,37.9,32.1,55,30.38,10,West,8.1,,Day
A-769652,2,11/14/2018 7:28,11/14/2018 8:32,40.170567,-74.10096,0,Left hand shoulder blocked due to accident on Garden State Pkwy Southbound before Exit 98 NJ-138.,,Garden State Pkwy S,Belmar,Monmouth,NJ,7719,11/14/2018 7:56,36,27.5,52,30.38,10,WNW,12.7,,Day
